tipo_negocio,origen_deal_id,origen_deal_name,origen_created_date,origen_pipeline_id,origen_pipeline_label,origen_dealstage_id,origen_dealstage_label,origen_amount,origen_currency,origen_duracion_meses,origen_origen_del_negocio,origen_unidad_de_negocio_asignada,origen_producto_catalogo,origen_due_o_del_deal,contact_id,deal_id,deal_name,deal_created_date,deal_pipeline_id,deal_pipeline_label,deal_dealstage_id,deal_dealstage_label,deal_amount,deal_currency,deal_origen_del_negocio,deal_unidad_de_negocio_asignada,deal_producto_catalogo,deal_due_o_del_deal
origen_marketing,33627057062,Lead de AWS - Google ADS,2025-02-18 12:46:32.585,9456018,iNBest.marketing,27061828,Descartado (contacto si interés),0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,33660958764,Lead de Workspace - Google ADS,2025-02-18 22:08:55.436,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,33716609453,Lead de AWS - Google ADS,2025-02-19 20:52:20.671,9456018,iNBest.marketing,27061828,Descartado (contacto si interés),0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,33774391592,Lead de MSFT 365 - Orgánico (Teléfono),2025-02-20 17:08:04.094,9456018,iNBest.marketing,27061826,MQL (Transferido a Sales),0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,33774516777,Lead de MSFT 365 - Google ADS,2025-02-20 17:19:35.884,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,33783301021,Lead de Formulario - Orgánico,2025-02-20 19:52:38.543,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,,,,,,,,,,,,,,,,,
origen_marketing,33800580528,Lead de Cloud - Orgánico,2025-02-21 01:33:56.516,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,33782441827,Lead de Formulario - Orgánico,2025-02-21 13:10:32.919,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing digital,,,,,,,,,,,,,,,,,
origen_marketing,33866756690,Lead de AWS - Google ADS,2025-02-23 18:36:58.855,9456018,iNBest.marketing,27061828,Descartado (contacto si interés),0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,33887900686,Lead de AWS - Google ADS,2025-02-24 12:27:19.401,9456018,iNBest.marketing,27061828,Descartado (contacto si interés),0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
posterior_contacto,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,32118296,35037968272,FINASIST - Financiamiento Recursos,2025-03-24 20:25:32.512,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,5046.97,,Equipo de ventas,AWS,,
posterior_contacto,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,32118296,36135308062,Finasist - Venta Hardware NIC,2025-04-23 01:40:37.264,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,17487.5,,Equipo de ventas,AWS,Implementacion,
posterior_contacto,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,32118296,36984762210,Finasist - Nuevas funcionalidades para Infraestructura,2025-05-08 15:03:21.767,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,0.0,,Referido por SDR,AWS,,
posterior_contacto,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,32118296,36984762472,Finasist - Modernización de Infraestructura,2025-05-08 15:05:36.824,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,3250.0,,Referido por SDR,AWS,Modernizacion,
posterior_contacto,34917384019,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-06 01:40:45.722,9456018,iNBest.marketing,63666254,Ganado,9751.68,,4.0,Marketing de eventos,AWS,,,32118296,39833116797,Fortinet - FINASIST,2025-07-07 21:42:34.274,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,495.0,,Equipo de ventas,AWS,Licenciamiento,
origen_marketing,34345146961,Lead de Workspace - Orgánico,2025-03-06 17:05:25.794,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
posterior_contacto,34345146961,Lead de Workspace - Orgánico,2025-03-06 17:05:25.794,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,Enterprises,,,104227112879,34356312631,Solo Vidrio - Google Workspace,2025-03-07 18:57:08.992,3020616,iNBest.Enterprises,3020623,Perdidos,0.0,,Marketing digital,,,
posterior_contacto,34345146961,Lead de Workspace - Orgánico,2025-03-06 17:05:25.794,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,Enterprises,,,104227112879,34356312996,Solo Vidrio - Migración de correos SP - Claudia,2025-03-07 19:00:03.010,3020616,iNBest.Enterprises,3020623,Perdidos,0.0,,Marketing digital,,,
origen_marketing,34346463511,Chatbot - Orgánico,2025-03-06 22:16:47.372,9456018,iNBest.marketing,27061827,Negocio perdido,0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
posterior_contacto,34346463511,Chatbot - Orgánico,2025-03-06 22:16:47.372,9456018,iNBest.marketing,27061827,Negocio perdido,0.0,,0.0,Marketing digital,Enterprises,,,103541144418,34585888562,Asistente Virtual - Aguagym - Julio Medellin,2025-03-12 19:53:03.489,3020616,iNBest.Enterprises,3020623,Perdidos,10000.0,,Marketing digital,Enterprises,,
origen_marketing,32669985343,Lead de AWS - Orgánico,2025-03-10 16:09:21.983,9456018,iNBest.marketing,27061827,Negocio perdido,0.0,,0.0,Marketing digital,AWS,,,,,,,,,,,,,,,,
origen_marketing,34505324159,Lead de Office 365 - Orgánico,2025-03-10 19:05:50.122,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing digital,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34893203089,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27061827,Negocio perdido,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
posterior_contacto,34893203089,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27061827,Negocio perdido,0.0,,0.0,Marketing de eventos,Enterprises,,,104231038466,35179882876,CYDSA: Servicios Profesionales Implementación FABRIC + 1er Tablero,2025-03-28 16:05:05.093,134919222,iNBest.Data&Analytics,233206839,Perdidos,31240.0,,Referido por partner,AWS,,
origen_marketing,34893203090,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34893873955,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34894086461,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34896174178,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34896591978,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34896966015,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34897128372,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34897856514,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34899610762,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,65444993,SQL en pipe comercial,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34900729137,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34904576263,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34906032189,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34908330793,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34908330796,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34908330797,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34908501685,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34908501689,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34910634131,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34910634136,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,65444993,SQL en pipe comercial,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
posterior_contacto,34910634136,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,65444993,SQL en pipe comercial,0.0,,0.0,Marketing de eventos,AWS,,,105049473045,38063918950,Adpunto - Poliza,2025-05-27 15:59:37.565,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,e85d9618-75af-42e0-9bd3-68f35ae92816,Dimensionamiento,6000.0,,Equipo de ventas,AWS,,
origen_marketing,34910838175,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34911013294,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34911539893,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34912015725,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34912782885,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
posterior_contacto,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,27263795629,35044317697,Médica Sur - Migracion File Server AWS Consumos,2025-03-24 23:54:56.593,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,7200.0,,Referido por cliente,AWS,,
posterior_contacto,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,27263795629,35044317783,Medica Sur - Migracion File Server AWS Implementacion,2025-03-24 23:56:42.165,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,800.0,,Referido por cliente,AWS,,
posterior_contacto,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,27263795629,35044317850,Médica Sur - Migracion File Server Cloud Management,2025-03-24 23:58:16.025,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,2400.0,,Referido por cliente,AWS,,
posterior_contacto,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,27263795629,35044318230,Médica Sur - Integracion Consola Loyalty Program Migracion,2025-03-25 00:03:32.898,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,800.0,,Referido por cliente,AWS,,
posterior_contacto,34912782892,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,27263795629,35044332600,Médica Sur - Integracion Consola Loyalty Program AWS Consumos,2025-03-25 00:01:27.580,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,14a87ad5-b632-468d-9e9c-30cb09073e5c,Perdidos,7800.0,,Referido por cliente,AWS,,
origen_marketing,34914067247,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34914410840,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34915333416,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34916073251,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917119124,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917131030,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917284939,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917290241,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917299631,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917309266,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917320025,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27061829,Nutrición,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917331063,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917346126,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34917346130,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917351825,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917367712,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
posterior_contacto,34917367712,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,35930246,39978389675,UPT renovación Azure,2025-07-10 18:07:20.860,27911337,iNBest.Government,63905851,Ganados,34800.0,,Gobierno,AWS,Administracion de consola,
origen_marketing,34917367716,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917372494,Lead de Evento - IA para Personal Operativo,2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,Enterprises,,,,,,,,,,,,,,,,
origen_marketing,34917372526,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
posterior_contacto,34917372526,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,36734199,39107190155,Ho Ho - AWS Inspector,2025-06-20 20:08:17.954,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,3600.0,,Equipo de ventas,AWS,Administracion de consola,
posterior_contacto,34917372526,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,36734199,42448746640,Ho Ho - Thread Detection on AWS,2025-08-19 21:58:13.809,f711aa44-e011-4d6e-90d3-ad9a9eeabcc8,iNBest.Cloud,aded13ad-37f0-4faf-9e9b-208f5d943900,Ganados,2807.52,,Equipo de ventas,AWS,Administracion de consola,
origen_marketing,34917388609,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917404254,Lead de Evento - Modernización de Infraestructura AWS (ONLINE),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
origen_marketing,34917404257,Lead de Evento - Modernización de Infraestructura AWS (PRESENCIAL),2025-03-21 06:00:00.000,9456018,iNBest.marketing,27071621,Localizando,0.0,,0.0,Marketing de eventos,AWS,,,,,,,,,,,,,,,,
